❤️庞龙电视台,#genre#
小猪佩寄,http://118.26.120.23:55336/tslive/c53_lb_78_600_t10/c53_lb_78_600_t10.m3u8?key=0b292c335e5837e94a815c2c45ffe0057
宝宝课堂,http://118.26.120.23:55336/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key=0b292c335e5837e94abaa8d3135e83ce3
宝宝巴士,http://118.26.120.35:55336/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key=0b292c335e5837e947f9409c59228f3e6
奥特曼,http://118.26.120.35:55336/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key=0b292c335e5837e94abe4b846218bbc95
喜羊羊,http://118.26.120.23:55336/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8?key=0b292c335e5837e943e554ef181bdcec1
名贞探柯南,http://118.26.120.23:55336/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
动画电影,http://118.26.120.36:55336/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8?key=0b292c335e5837e94f25985f7c35b1efe
动画小天地,http://118.26.120.34:55336/tslive/c55_lb_139_600_t10/c55_lb_139_600_t10.m3u8?key=0f2a06793124310bc475d77d809f3ab51
兔小贝尔歌,http://118.26.120.22:55336/tslive/c54_lb_136_600_t10/c54_lb_136_600_t10.m3u8?key=0b292c335e5837e94ae056154862a578b
儿童乐园,http://118.26.120.23:55336/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e
儿歌大全,http://118.26.120.23:55336/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key=0f2a06793124310bc8499ebf63370c51a
倒霉熊,http://118.26.120.37:55336/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
亲子小游戏,http://118.26.120.23:55336/tslive/c56_lb_178_600_t10/c56_lb_178_600_t10.m3u8?key=0b292c335e5837e94ffc1113a2140b54
亲子启蒙,http://118.26.120.23:55336/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key=0f2a06793124310bc21adebc9f02a9735
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8


💔各地卫视,#genre#
安徽卫视,http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8
安徽卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001346/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225510/index.m3u8
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225523/index.m3u8
浙江卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
浙江卫视,http://39.134.65.175/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.65.179/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.65.208/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/1.m3u8
浙江卫视,http://39.136.48.26:8089/PLTV/88888888/224/3221225585/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
湖南卫视,http://111.40.196.28/PLTV/88888888/224/3221225519/index.m3u8
湖南卫视,http://39.134.65.166/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.65.181/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.65.208/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.66.110/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
河南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
河南卫视,http://39.134.65.166/PLTV/88888888/224/3221225890/index.m3u8
河北卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
东南卫视,http://111.40.196.28/PLTV/88888888/224/3221225583/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://39.134.65.175/PLTV/88888888/224/3221225863/index.m3u8
东南卫视,http://39.136.48.59:8089/PLTV/88888888/224/3221226278/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东方卫视,http://111.40.196.30/PLTV/88888888/224/3221225509/index.m3u8
东方卫视,http://111.40.196.35/PLTV/88888888/224/3221225509/index.m3u8
东方卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
东方卫视,http://39.134.65.164/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.175/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.179/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.208/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.66.110/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.136.48.54:8089/PLTV/88888888/224/3221226347/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225659/index.m3u8
云南卫视,http://111.40.196.29/PLTV/88888888/224/3221225644/index.m3u8
兵团卫视,http://111.40.196.31/PLTV/88888888/224/3221225637/index.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w544078748.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
北京卫视,http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8
北京卫视,http://111.40.196.32/PLTV/88888888/224/3221225527/index.m3u8
北京卫视,http://39.134.65.164/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.65.179/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.65.208/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
江苏卫视,http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8
江苏卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001344/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏卫视,http://39.134.65.181/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.65.208/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.66.110/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
厦门卫视,http://111.40.196.32/PLTV/88888888/224/3221225643/index.m3u8
吉林卫视,http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8
四川卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231885/1.m3u8
天津卫视,http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8
天津卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
天津卫视,http://39.134.65.166/PLTV/88888888/224/3221225665/index.m3u8
天津卫视,http://39.136.48.58:8089/PLTV/88888888/224/3221226485/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
宁夏卫视,http://111.40.196.29/PLTV/88888888/224/3221225641/index.m3u8
宁夏卫视,http://www.nxtv.com.cn/m2o/channel/play.php?channel_id=6
宁夏卫视,https://php.52sf.ga/jmstvbf.php?id=118
安多卫视,http://111.40.196.28/PLTV/88888888/224/3221225666/index.m3u8
山东卫视,http://111.40.196.30/PLTV/88888888/224/3221225543/index.m3u8
山东卫视,http://111.40.196.36/PLTV/88888888/224/3221225545/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山西卫视,http://liveflash.sxrtv.com:80/live/sxwshd.m3u8
山西卫视,http://player.521fanli.cn/1691/0/tide/tidem3u8.php?id=shanxihd
山西卫视,https://php.52sf.ga/jmstvbf.php?id=109
广东卫视,http://111.40.196.31/PLTV/88888888/224/3221225531/index.m3u8
广东卫视,http://111.40.196.32/PLTV/88888888/224/3221225533/index.m3u8
广东卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
康巴卫视,http://111.40.196.38/PLTV/88888888/224/3221225648/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边经济生活,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
新疆卫视,https://php.52sf.ga/jmstvbf.php?id=150
江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8
江西卫视,http://140.207.241.2:8080/live/program/live/jxwshd/4000000/d1.m3u8
江西卫视,http://39.136.48.22:8089/PLTV/88888888/224/3221226312/index.m3u8
江西卫视,https://php.52sf.ga/jmstvbf.php?id=098
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
海南卫视,http://39.136.48.57:8089/PLTV/88888888/224/3221226325/index.m3u8
深圳卫视,http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8
深圳卫视,http://39.134.65.164/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://39.134.65.166/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://39.134.66.110/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
湖北卫视,http://111.40.196.30/PLTV/88888888/224/3221225547/index.m3u8
湖北卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001347/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖北卫视,http://39.134.65.164/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视,http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
甘肃卫视,http://111.40.196.28/PLTV/88888888/224/3221225639/index.m3u8
西藏卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001302/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西藏卫视,https://php.52sf.ga/jmstvbf.php?id=121
贵州卫视,http://39.134.65.149/PLTV/88888888/224/3221225974/index.m3u8
辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8
辽宁卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001340/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
重庆卫视,http://111.40.196.31/PLTV/88888888/224/3221225514/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
陕西卫视,https://php.52sf.ga/jmstvbf.php?id=114
黑龙江卫视,http://111.40.196.38/PLTV/88888888/224/3221225544/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8



